"PercOracleORD","MSE-Norm","MSE-SoC","PerImpOverTO","MissclassPerc"
1,0,12800,1.04128053917439,1
1,0,12800,1.03979066290081,1
1,0,12800,1.06114931237721,1
0.989814889661305,12.07,12800,1.02821113895401,0.7586
1,0,12800,1.03910940627085,1
1,0,12800,1.0373246492986,1
1,0,12800,1.03961544836731,1
1,0,12800,1.04237501046814,1
1,0,12800,1.05721683929168,1
0.971200387221684,37.42,12800,1.0284769280413,0.2516
0.968488072211476,37.85,12800,1.00918762088975,0.243
0.9895449983272,12.6,12800,1.0299431247909,0.748
1,0,12800,1.0411282830842,1
1,0,12800,1.04317572099262,1
0.970896199192019,37.35,12800,1.00956385522302,0.253
1,0,12800,1.06082644628099,1
1,0,12800,1.03890141080224,1
1,0,12800,1.03929437338015,1
0.989298259946083,12.86,12800,1.02638673311004,0.7428
1,0,12800,1.03938568243745,1
0.962733904218205,50,12800,1,0
1,0,12800,1.03993702875135,1
1,0,12800,1.04089188052167,1
1,0,12800,1.04063053190593,1
0.962413215226239,50,12800,1,0
0.960610218742433,50,12800,1,0
1,0,12800,1.0381123742537,1
1,0,12800,1.04071728222423,1
0.942721893491124,149.44,12800,0.98138067061144,0
0.960834262060182,50,12800,1,0
0.960128617363344,50,12800,1,0
1,0,12800,1.040294881461,1
1,0,12800,1.03810720268007,1
1,0,12800,1.03976510067114,1
1,0,12800,1.05941835199733,1
1,0,12800,1.04238143289606,1
1,0,12800,1.06038388664635,1
1,0,12800,1.04284518828452,1
1,0,12800,1.06126319261214,1
1,0,12800,1.0630365258374,1
1,0,12800,1.03842619664188,1
1,0,12800,1.03886748199028,1
1,0,12800,1.03919614681947,1
1,0,12800,1.04038985710746,1
1,0,12800,1.05939342881213,1
1,0,12800,1.0605655010875,1
0.972512457804212,37.07,12800,1.00900176820447,0.2586
0.972347994825356,36.99,12800,1.00945989650712,0.2602
1,0,12800,1.0438892640108,1
0.960444302381333,50,12800,1,0
1,0,12800,1.04191716766867,1
1,0,12800,1.06316489361702,1
1,0,12800,1.05561532731937,1
0.961913197519929,50,12800,1,0
1,0,12800,1.06067717063359,1
0.989265070189926,12.32,12800,1.02956234516928,0.7536
1,0,12800,1.06099184556499,1
1,0,12800,1.06063129840926,1
0.962201537838932,50,12800,1,0
0.969728769777204,110.07,12800,1.01089764288021,0.7554
1,0,12800,1.03850731043863,1
1,0,12800,1.05622556766198,1
1,0,12800,1.06119203080529,1
0.989682346250711,12.77,12800,1.03022178893493,0.7446
1,0,12800,1.04201193238316,1
1,0,12800,1.04132300959434,1
1,0,12800,1.06282378093907,1
1,0,12800,1.03799668874172,1
1,0,12800,1.05729381656072,1
1,0,12800,1.05865992414665,1
1,0,12800,1.04245678805169,1
1,0,12800,1.04203875315923,1
1,0,12800,1.04017072558373,1
1,0,12800,1.03810154891079,1
1,0,12800,1.03870162297129,1
1,0,12800,1.03888090609416,1
0.960595517436686,50,12800,1,0
1,0,12800,1.06243245490066,1
1,0,12800,1.03764607679466,1
1,0,12800,1.03959725865132,1
0.973692704970949,37.39,12800,1.01008715300194,0.2522
1,0,12800,1.05823142833375,1
0.948102678571429,149.56,12800,0.985570790816326,0.2522
1,0,12800,1.05801792828685,1
1,0,12800,1.03994629070158,1
1,0,12800,1.03718215923301,1
1,0,12800,1.03963234674087,1
0.990284757118928,12.24,12800,1.02964824120603,0.7552
1,0,12800,1.04004643064423,1
1,0,12800,1.04072702793672,1
1,0,12800,1.04010628580918,1
1,0,12800,1.03752795957253,1
1,0,12800,1.0559423172551,1
0.990298446107046,12.64,12800,1.03000904382143,0.7472
0.969381160122799,37.51,12800,1.00937146550331,0.2498
0.990978430246863,12.43,12800,1.02813089477569,0.7514
1,0,12800,1.06098481671001,1
1,0,12800,1.04027399521334,1
1,0,12800,1.04002320185615,1
1,0,12800,1.04218072690897,1
0.963288810685435,50,12800,1,0
1,0,12800,1.04149688149688,1
0.970552445850572,37.87,12800,1.00981585138314,0.2426
1,0,12800,1.05567095970087,1
1,0,12800,1.06063634849242,1
0.958403462370762,50,12800,1,0
0.97067786837987,36.83,12800,1.0107898855119,0.2634
1,0,12800,1.03669495756365,1
1,0,12800,1.06030692658648,1
1,0,12800,1.06236541328474,1
0.990082780099992,13.07,12800,1.02885009425457,0.7386
1,0,12800,1.05928853754941,1
1,0,12800,1.04126294687604,1
1,0,12800,1.04054954204829,1
0.971934057096904,112.5,12800,1.01037394451146,0.75
1,0,12800,1.05892185541162,1
0.97177225340818,37.32,12800,1.00793905372895,0.2536
0.990746144226761,12.49,12800,1.02976240100042,0.7502
1,0,12800,1.11494640897966,1
1,0,12800,1.05931705680007,1
1,0,12800,1.05963569824503,1
1,0,12800,1.0411937788987,1
0.990121202058775,12.43,12800,1.02947036360618,0.7514
1,0,12800,1.04245746073298,1
1,0,12800,1.0631100082713,1
0.970257234726688,37.09,12800,1.00868167202572,0.2582
1,0,12800,1.04003008524152,1
1,0,12800,1.04059721523234,1
1,0,12800,1.0625,1
1,0,12800,1.0430613961312,1
1,0,12800,1.0589070855615,1
