"PercOracleORD","MSE-Norm","MSE-SoC","PerImpOverTO","MissclassPerc"
1,2.79108849028509e-28,10012.04,1.22238478419898,0.796
0.986722797927461,34.4799999999999,10055.25,1.12702396373057,0.6316
0.980657640232108,26.25,10055.34,1.11669890393295,0.2766
0.990684487646821,10.8800000000001,10088.9,1.12377480761442,0.7824
0.980504953659316,26.03,10083.3,1.11401406200064,0.4578
0.980061349693252,25.9499999999999,10037.27,1.11842105263158,0.279
1,2.56774224649439e-28,10075.42,1.23278008298755,0.8092
1,2.66092644092363e-28,10107.3,1.15558874782176,0.8086
0.990099813357137,10.8700000000001,10112.28,1.1230219913982,0.7826
0.982441879369208,45.4400000000001,10054.4,1.2063079174118,0.7728
1,2.81228912711291e-28,9996.44,1.14197122540103,0.7934
1,0,10036.67,1.16322937625755,0.9752
1,0,10028.52,1.14317673378076,0.9742
0.970151674912807,37.1299999999999,10103.53,1.10438802822613,0.2574
1,2.83102457361191e-28,10043.05,1.13907065352439,0.796
1,2.69100176293518e-28,10073.97,1.13997676734152,0.7994
0.981156490093004,26.0099999999998,10082.35,1.13610998786899,0.4556
1,2.74720810243217e-28,10094.28,1.13959854014599,0.8078
1,0,10040.97,1.14309401425966,0.975
0.980085463194388,26.0499999999999,10027.02,1.11908409255825,0.2808
1,2.81820558390206e-28,10039.67,1.23789856269618,0.7976
1,0,10043.99,1.13752247099199,0.9772
1,0,10068.96,1.23493528975352,0.9764
0.979004294576109,26.54,10066.34,1.11356767933832,0.442
1,0,10030.3,1.16009450871761,0.9788
0.967190867725712,61.4899999999999,10013.91,1.12493015087411,0.101
0.985746497020454,35.7199999999999,10074.57,1.14245450153004,0.7966
1,2.8044005180607e-28,10049.76,1.14127194435243,0.7894
0.972602739726027,37.2,10074.4,1.10684931506849,0.256
0.979347914464591,26.6099999999999,10063.62,1.11586307829905,0.268
1,0,9994.75,1.22750244538637,0.9734
1,0,10054.29,1.13791415048148,0.9686
0.977793927648579,26.6499999999998,10095.65,1.13259043927649,0.2752
1,0,10031.23,1.14123456790123,0.9726
1,0,10015.23,1.23265306122449,0.9756
0.980597625869832,26.1899999999998,10094.11,1.13655341792878,0.2828
1,0,10090.43,1.13675142188023,0.974
0.981107597502635,25.8999999999999,10074.78,1.11667882915754,0.4542
1,2.80045621353459e-28,10087.97,1.13948462177889,0.8006
0.98093083387201,26.53,10023.91,1.11861667744021,0.4438
0.980175678942703,26.27,10046.62,1.11660891288581,0.2694
0.986370394845531,36.1999999999999,10042.25,1.22170824384603,0.6148
1,2.65500998413447e-28,10080.83,1.13461068079902,0.8014
1,0,10059.42,1.15964155326917,0.9744
0.986299135540695,35.1199999999999,10077.32,1.14116783558963,0.628
1,2.66043340285786e-28,10062.11,1.14043300175541,0.8004
1,2.60767832982121e-28,10083.06,1.23547803192365,0.805
1,0,10049.94,1.16000986193294,0.9724
1,0,10021.66,1.14378594648662,0.9756
1,0,10031.87,1.1400032615786,0.9716
0.983224755700326,43.9200000000001,10070.24,1.12027687296417,0.7804
0.991628738621587,11.0900000000001,10049.08,1.1310955786736,0.7782
0.988596562678179,33.7999999999999,10010.48,1.14425348212104,0.6274
0.978399607265587,26.2,10050.57,1.1173294059892,0.2714
0.985164656015651,35.4799999999999,10127.5,1.13987610042387,0.7988
0.972717899912761,37.72,10084.12,1.10413196922833,0.2456
1,0,10058.71,1.15890771508472,0.9764
1,0,10100.71,1.1595194393459,0.9744
1,2.84236444912446e-28,9983.57,1.14400264528395,0.7926
1,2.78467899543017e-28,10026.32,1.23307048207463,0.795
0.989375506893755,11.7500000000001,10013.53,1.13000811030008,0.765
1,2.54851376192963e-28,10080.66,1.13888657734876,0.8122
0.975611712795828,37.6099999999999,10034.65,1.10966706778981,0.2478
1,0,10109.85,1.23926078028747,0.9768
0.976288079736356,46.98,10050.39,1.13206333895989,0.595
0.979181855002025,26.24,10071.68,1.11656541109761,0.4478
0.977569033929873,25.85,10042.61,1.11855210948255,0.461
1,0,9991.3,1.23286776116965,0.9712
0.979588530698202,26.3399999999999,10068.61,1.13534748096549,0.4476
0.986336601832503,34.9999999999999,10079.99,1.20864812731072,0.7968
0.980531966031085,25.7599999999999,10005.62,1.11929178016344,0.2794
1,2.79848406127154e-28,10046.06,1.22543305147361,0.8026
1,0,10004.1,1.14207920792079,0.9766
0.978664268781166,26.83,10088.17,1.11460802746669,0.2652
0.978552929750728,26.3899999999999,10053.04,1.13442861767562,0.4466
0.968928097431493,60.5299999999998,10004.73,1.12241392770708,0.2844
1,0,10059.8,1.23902318697583,0.9724
0.967391304347826,59.9299999999998,10011.56,1.1232941923199,0.2846
1,0,10001.64,1.2390203403902,0.9702
1,2.8325036878092e-28,10008.03,1.16679169792448,0.7948
0.992312671953391,11.0200000000001,10087.84,1.12760964557372,0.7796
0.981438515081206,26.0199999999999,10067.09,1.11392911432915,0.276
0.991900157037772,10.8300000000001,10089.48,1.13058930490123,0.7834
1,2.60176187303205e-28,10088.53,1.13905862923204,0.8098
1,2.87934230405669e-28,9984.29,1.1426001635323,0.7884
0.990923957481603,10.8400000000001,10058.15,1.22788225674571,0.7832
0.985467756584923,35.7199999999999,10082.69,1.14325819502931,0.796
0.978271251193887,26.25,10023.87,1.11652340019102,0.2794
1,2.56774224649439e-28,10104.44,1.13834911144328,0.8044
1,0,10044.67,1.15896805896806,0.9722
1,2.67966188742262e-28,10087.3,1.229521692599,0.8046
1,0,10088.85,1.2302713467762,0.9756
0.976841093036301,47.55,10028.88,1.11347063065951,0.5878
