"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
9.88855811721015e-06,7.06896945340911e-84,5.56234483257986e-27,1.10064267810024e-50,2.4713801373556e-98,2.5769250603225e-30,2.03520139947928e-27,3.66078276499058e-132,7.39025824995767e-195,6.37684201174972e-43
1.51677581404238e-05,2.07329319751752e-75,2.16959640725443e-33,8.69465006755219e-41,2.95419742776529e-93,3.24058622604425e-21,2.57866955240647e-36,1.61923898656383e-105,6.33255665808947e-182,1.59871842373025e-34
2.18114774573025e-06,5.13594625143594e-89,2.06065530049089e-30,1.94391610194232e-30,1.11777609767308e-40,1.2629629885079e-20,3.71574613961762e-39,9.16050231644653e-142,1.82027409869357e-175,2.51463407888306e-48
4.42434219664361e-08,2.21321859401104e-64,9.28615540965288e-28,3.22396850207937e-47,2.89992278263041e-35,7.62942004277368e-27,7.5600828599561e-74,9.12895574805105e-105,1.25171295341747e-170,1.49637491247874e-37
0.000145897127273561,2.50652519878583e-100,1.48811076921603e-25,6.31099729936977e-31,3.76428339139725e-67,3.04138315181745e-29,5.06439410523191e-29,3.72071686880454e-125,1.6143544548489e-168,1.31519016349309e-28
0.00015688056560795,6.44820716040961e-91,6.15202800221317e-27,1.904854069482e-32,8.09679618115659e-73,1.20691101526072e-32,2.42518593492208e-25,1.82465786498934e-127,1.40741978218627e-164,2.87786689472076e-35
5.040226140827e-13,3.0787047323844e-117,5.43107553150815e-19,2.72152009496728e-47,7.55157119677385e-131,4.03254729262875e-31,6.34568502062362e-33,8.55929475756016e-82,6.13689049960013e-176,1.5959690392332e-41
9.14819953700867e-05,2.07579856991945e-97,5.35433953357181e-19,1.11370451522073e-43,7.52356389918538e-56,1.73329688678834e-35,3.59681438234935e-34,1.48557095080653e-146,9.02798955287204e-217,2.44459953220345e-30
0.00031208229422967,1.34950541883466e-70,6.61733367031728e-17,9.32845732164642e-24,7.37373158504849e-78,1.71368859086348e-20,7.74485514259756e-31,1.0451917161933e-125,9.43166675447151e-147,5.04767057169843e-30
6.36477956264375e-10,1.68869209893678e-77,1.60890640326307e-29,4.45628331632824e-30,6.06067359417982e-100,2.94234293247317e-22,1.95513952755789e-35,1.16330909438691e-126,1.60640003446668e-152,9.03984295732708e-39
5.76883911774844e-09,3.08902583268925e-96,1.89153830190336e-36,3.32741160472736e-40,1.12589026304368e-75,1.46043558329106e-22,2.33950008435646e-31,9.0247338457326e-168,4.68236390442577e-168,1.05090388745435e-44
4.22432478330897e-07,4.73788300679839e-85,7.82480138410591e-20,2.07111772515304e-38,6.17943321813739e-120,9.75870373286517e-27,1.58053977220003e-27,4.41126779903771e-83,1.15748143486334e-162,4.5612325283572e-36
0.000233396814958448,1.99646004635715e-75,6.85088090469608e-34,3.39912469032015e-40,1.53332619986379e-94,6.34795849678888e-17,5.18910128223221e-27,6.53662544830263e-171,6.08205959712656e-145,7.80438075916329e-34
