"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
1.86015818388333e-06,4.93417214150093e-59,2.57443413995027e-35,3.47282359764012e-33,2.32117584938369e-87,1.05755696097847e-36,1.11681304034771e-43,5.48956899422539e-91,1.74485820636567e-121,2.63801074632728e-57
1.04326953937681e-11,2.68105066256379e-77,4.9391313217536e-34,1.5975282356761e-32,3.70704099746492e-103,1.67367530015071e-40,7.00739162772077e-57,2.9689914584046e-101,9.63959322931029e-124,1.55998452021998e-60
1.33394640733104e-07,1.64838034468302e-64,1.2041188635667e-37,3.83867718774499e-55,2.19041100215528e-75,1.5083599443518e-52,5.93660883474403e-52,6.90691329783633e-103,5.98143012753832e-123,7.96726100123485e-72
8.31448595055912e-09,6.89396327965169e-95,6.50234792850228e-43,3.09812898049184e-48,1.65178332189441e-111,1.39904265611728e-55,5.65209863340554e-61,4.05494378509348e-114,2.48456470456324e-116,3.45886197817106e-69
3.71815601798366e-12,1.01473873067365e-87,1.45643306789012e-40,3.06445625976016e-39,3.35954730998911e-80,2.75552000010081e-46,1.11887378010474e-55,7.4717936065554e-99,2.00811508620937e-116,3.79492059559164e-72
9.23170174829892e-09,4.44092911776966e-70,7.38703990560693e-34,2.85046909713141e-44,1.35758488908809e-82,4.13801152466013e-51,2.34823872057468e-58,1.81088543103494e-96,1.44084390571636e-118,2.93281735031807e-54
1.22188240267931e-08,1.22300435955139e-83,1.0433245297915e-36,7.20765355885515e-61,4.17802124910619e-88,3.03999609886971e-54,8.51028311409249e-62,1.43595313609273e-111,3.66709753344257e-113,1.27826867798515e-67
1.7634332108105e-06,1.26697731512066e-61,1.70505957979452e-39,2.3709199731499e-31,5.6649661053423e-80,6.32853037049783e-41,6.94344130245523e-45,2.36639942255572e-91,2.92257649484909e-116,4.59829315327927e-50
3.04654073999697e-10,2.85955342136936e-78,1.88278212033247e-30,1.45839084715237e-34,5.44540398309632e-102,1.40107099185872e-44,2.59089038815609e-44,2.49348161526198e-111,1.96756185045253e-107,4.32584623565219e-60
1.51612640037691e-08,1.8762734366132e-77,3.40404882281975e-33,4.77522775917132e-47,2.43381869937816e-75,8.24754960870462e-48,9.19586685945996e-64,4.10772898689496e-103,5.7803251279321e-128,1.14315390428845e-74
2.14400775398413e-09,4.87259468481033e-62,2.64982003411124e-28,7.34940693443206e-33,3.04494473452981e-86,1.97768626301253e-38,1.40090295874287e-55,5.37584585447383e-112,1.0275415574534e-102,7.42228809296582e-60
1.62726942323018e-08,2.35266286708727e-81,1.05144708061322e-37,6.54760469676025e-33,6.42345960530249e-86,3.11919191250881e-46,1.60445238529413e-55,3.72508223883755e-99,1.8416500850068e-104,3.5150530922523e-56
9.76308402845327e-11,2.68191339933529e-67,2.19247491718219e-36,7.22513037968086e-45,3.56852418048446e-84,8.63458428703175e-37,5.98248075622361e-42,3.0317389230588e-93,5.64611098439882e-95,9.66048713978851e-58
3.22904419764705e-13,6.31125376967929e-70,2.95122951816775e-35,3.19159775608661e-54,2.2782076825215e-109,1.11013861060825e-47,5.03152462876706e-80,2.3248909460321e-112,1.55495673151652e-114,5.24636376781163e-62
3.15790955164789e-08,1.56700834025054e-74,1.8647412260169e-34,1.79693182064019e-34,3.57454180994139e-86,2.04612124866219e-40,1.44770761335176e-64,4.53090404126827e-113,6.48791270055097e-119,1.05181808640793e-53
4.93988378513159e-06,1.16038215171856e-83,3.01675840293417e-35,8.35841500565611e-42,7.66090593508364e-82,2.52953817527272e-43,1.83591702808642e-55,3.75860392324954e-103,1.71030201613899e-124,2.62479035174471e-61
1.79218623821871e-08,2.21711090915535e-81,6.44531349223681e-38,6.07148854362105e-42,2.10816119058321e-95,9.46603035910587e-49,3.54977152872128e-56,1.36175660045685e-115,1.6652423143395e-114,8.53038365372481e-62
2.41969466984786e-09,4.02221705879978e-92,5.76054917644783e-37,1.65615256467296e-43,4.3879585169131e-113,8.91359870044436e-57,6.14340803298553e-60,5.391808850847e-97,2.60550730411104e-116,2.84235593585221e-77
1.51298331532863e-10,9.76660143213059e-72,9.71978764476252e-33,1.88178978193544e-47,8.65006912715619e-88,1.74936028585794e-39,5.2608475554205e-45,8.92428463713335e-116,1.45908001009401e-121,4.05388148051772e-71
4.72857242547819e-05,4.0363056824646e-72,1.31020417996246e-29,3.2044429085841e-36,3.46206211759901e-89,2.123420940162e-44,3.12991992107596e-56,4.20545724369154e-103,5.62182801776615e-113,1.86998904449812e-56
3.54716086304903e-12,2.59188214114654e-69,5.2126182580447e-34,2.88859415936345e-40,3.20267492057247e-86,2.37615004148949e-48,1.20423742785267e-63,4.15321214676061e-90,3.27755768508388e-100,4.69581171014916e-64
1.85454087295832e-10,4.98452615117749e-73,1.22592942919126e-44,1.76310389286618e-43,1.41562316306262e-87,5.50143120590676e-53,5.38711475282817e-57,2.92427538397134e-135,5.52922840447164e-117,3.09902937888732e-67
2.05136621977528e-13,1.69968472029319e-65,3.50544405688784e-37,1.33025478752321e-50,5.28035931594399e-92,2.48098239093301e-38,1.42022444906792e-47,9.73709113901618e-115,7.5978704554896e-145,2.29839822324217e-71
6.58233346989909e-10,1.43195320073404e-74,1.51714962325175e-36,1.14210023240067e-38,1.15127021517118e-93,1.34018579831364e-59,1.52180372303237e-55,7.17033551041358e-92,6.99661042176859e-94,1.08834386593805e-69
7.19198694290712e-11,2.21251998929174e-70,1.03179206805465e-36,6.33449560922859e-46,3.83544865703541e-109,6.66131911242731e-45,4.07076689263895e-59,3.32217870660561e-93,3.05607263255492e-125,3.55586941336608e-65
3.13069727240379e-10,4.94880154106392e-69,4.30902325592261e-45,1.15963655225487e-35,3.19091522688532e-85,1.96329753624821e-49,1.14413943909667e-55,2.26614671039182e-90,1.06588606735796e-101,2.41678572856779e-69
1.49887247473706e-09,4.08803845811932e-73,7.39130351435109e-44,6.19563104318009e-48,4.91093906075334e-86,1.26544134940662e-41,4.01877776523742e-61,3.23952721281558e-105,6.33709004357381e-107,1.77282533590883e-61
5.95676548371718e-15,5.15713916587526e-76,5.5104147602723e-56,2.10231182553863e-68,1.39129628662425e-103,3.47025940472944e-64,1.82589301223708e-77,2.12865374279873e-136,2.38551665817228e-116,6.10088458215802e-70
6.59483288633422e-07,6.81040955505286e-87,3.43113662414151e-30,7.49043293405479e-45,8.75379823454597e-87,3.2749282033643e-41,1.8927733597456e-57,1.05340704959421e-84,6.29619278303036e-103,7.72469103348599e-67
7.9151892973953e-13,3.80849690028506e-82,1.90713575232087e-28,4.44515827341741e-35,1.04632201685519e-82,3.04705041117108e-46,3.6522463915739e-54,4.2038098559015e-94,1.06099222247955e-105,2.43092514150612e-57
